Severity	Code	Description	Project	File	Line	Suppression State	Details
Error (active)	CS0103	The name 'TwoDimensionalGridSetup' does not exist in the current context	TinyWalnutGames.MetVD.Authoring.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Assets\MetVanDAMN\Authoring\BiomeArtIntegrationSystem.cs	170		
Error (active)	CS0103	The name 'TwoDimensionalGridSetup' does not exist in the current context	TinyWalnutGames.MetVD.Authoring.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Assets\MetVanDAMN\Authoring\BiomeArtIntegrationSystem.cs	173		
Error (active)	CS1654	Cannot modify members of 'districtEntities' because it is a 'using variable'	TinyWalnutGames.MetVD.Graph, TinyWalnutGames.MetVD.Graph.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Runtime\ConnectionBuilderSystem.cs	72		
Error (active)	CS1654	Cannot modify members of 'districtPositions' because it is a 'using variable'	TinyWalnutGames.MetVD.Graph, TinyWalnutGames.MetVD.Graph.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Runtime\ConnectionBuilderSystem.cs	73		
Error (active)	CS1654	Cannot modify members of 'districtNodeIds' because it is a 'using variable'	TinyWalnutGames.MetVD.Graph, TinyWalnutGames.MetVD.Graph.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Runtime\ConnectionBuilderSystem.cs	74		
Error (active)	CS1654	Cannot modify members of 'distances' because it is a 'using variable'	TinyWalnutGames.MetVD.Graph, TinyWalnutGames.MetVD.Graph.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Runtime\ConnectionBuilderSystem.cs	129		
Error (active)	CS0246	The type or namespace name 'BuildConnectionBuffersSystem' could not be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Graph, TinyWalnutGames.MetVD.Graph.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Runtime\DistrictLayoutSystem.cs	26		
Error (active)	CS0234	The type or namespace name 'Shared' does not exist in the namespace 'TinyWalnutGames.MetVD' (are you missing an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\DistrictSectorRoomFeaturesTests.cs	6		
Error (active)	CS0246	The type or namespace name 'WorldConfiguration' could not be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\DistrictSectorRoomFeaturesTests.cs	37		
Error (active)	CS0103	The name 'RandomizationMode' does not exist in the current context	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\DistrictSectorRoomFeaturesTests.cs	42		
Error (active)	CS0246	The type or namespace name 'RectInt' could not be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\DistrictSectorRoomFeaturesTests.cs	84		
Error (active)	CS0246	The type or namespace name 'RectInt' could not be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\DistrictSectorRoomFeaturesTests.cs	105		
Error (active)	CS0246	The type or namespace name 'WorldConfiguration' could not be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\DistrictSectorRoomFeaturesTests.cs	170		
Error (active)	CS0103	The name 'RandomizationMode' does not exist in the current context	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\DistrictSectorRoomFeaturesTests.cs	175		
Error (active)	CS0246	The type or namespace name 'WorldConfiguration' could not be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\DistrictSectorRoomFeaturesTests.cs	178		
Error (active)	CS0103	The name 'RandomizationMode' does not exist in the current context	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\DistrictSectorRoomFeaturesTests.cs	183		
Error (active)	CS0234	The type or namespace name 'Authoring' does not exist in the namespace 'TinyWalnutGames.MetVD' (are you missing an assembly reference?)	TinyWalnutGames.MetVD.Samples, TinyWalnutGames.MetVD.Samples.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.samples\Runtime\ProceduralLayoutDemo.cs	6		
Error (active)	CS0246	The type or namespace name 'RandomizationMode' could not be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Samples, TinyWalnutGames.MetVD.Samples.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.samples\Runtime\ProceduralLayoutDemo.cs	23		
Error (active)	CS0103	The name 'RandomizationMode' does not exist in the current context	TinyWalnutGames.MetVD.Samples, TinyWalnutGames.MetVD.Samples.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.samples\Runtime\ProceduralLayoutDemo.cs	23		
Error (active)	CS0266	Cannot implicitly convert type 'Unity.Entities.EntityManager?' to 'Unity.Entities.EntityManager'. An explicit conversion exists (are you missing a cast?)	TinyWalnutGames.MetVD.Samples, TinyWalnutGames.MetVD.Samples.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.samples\Runtime\ProceduralLayoutDemo.cs	37		
Error (active)	CS8377	The type 'RuleRandomizationDoneTag' must be a non-nullable value type, along with all fields at any level of nesting, in order to use it as parameter 'T' in the generic type or method 'EntityQuery.GetSingleton<T>()'	TinyWalnutGames.MetVD.Samples, TinyWalnutGames.MetVD.Samples.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.samples\Runtime\ProceduralLayoutDemo.cs	160		
Error (active)	CS0012	The type 'RandomizationMode' is defined in an assembly that is not referenced. You must add a reference to assembly 'TinyWalnutGames.MetVD.Shared, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'.	TinyWalnutGames.MetVD.Samples, TinyWalnutGames.MetVD.Samples.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.samples\Runtime\ProceduralLayoutDemo.cs	160		
Error (active)	CS0012	The type 'RandomizationMode' is defined in an assembly that is not referenced. You must add a reference to assembly 'TinyWalnutGames.MetVD.Shared, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'.	TinyWalnutGames.MetVD.Samples, TinyWalnutGames.MetVD.Samples.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.samples\Runtime\ProceduralLayoutDemo.cs	165		
Error (active)	CS0246	The type or namespace name 'WorldConfiguration' could not be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Samples, TinyWalnutGames.MetVD.Samples.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.samples\Runtime\ProceduralLayoutDemo.cs	232		
Error (active)	CS0246	The type or namespace name 'WorldConfiguration' could not be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Samples, TinyWalnutGames.MetVD.Samples.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.samples\Runtime\ProceduralLayoutDemo.cs	318		
Error (active)	CS1061	'uint' does not contain a definition for 'coordinates' and no accessible extension method 'coordinates' accepting a first argument of type 'uint' could be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Authoring.Editor	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Assets\MetVanDAMN\Authoring\Editor\Gizmos\ProceduralLayoutGizmoDrawer.cs	122		
Error (active)	CS1061	'uint' does not contain a definition for 'coordinates' and no accessible extension method 'coordinates' accepting a first argument of type 'uint' could be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Authoring.Editor	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Assets\MetVanDAMN\Authoring\Editor\Gizmos\ProceduralLayoutGizmoDrawer.cs	122		
Error (active)	CS1061	'uint' does not contain a definition for 'value' and no accessible extension method 'value' accepting a first argument of type 'uint' could be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Authoring.Editor	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Assets\MetVanDAMN\Authoring\Editor\Gizmos\ProceduralLayoutGizmoDrawer.cs	149		
Error (active)	CS1061	'uint' does not contain a definition for 'level' and no accessible extension method 'level' accepting a first argument of type 'uint' could be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Authoring.Editor	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Assets\MetVanDAMN\Authoring\Editor\Gizmos\ProceduralLayoutGizmoDrawer.cs	149		
Error (active)	CS1061	'uint' does not contain a definition for 'coordinates' and no accessible extension method 'coordinates' accepting a first argument of type 'uint' could be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Authoring.Editor	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Assets\MetVanDAMN\Authoring\Editor\Gizmos\ProceduralLayoutGizmoDrawer.cs	251		
Error (active)	CS1061	'uint' does not contain a definition for 'coordinates' and no accessible extension method 'coordinates' accepting a first argument of type 'uint' could be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Authoring.Editor	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Assets\MetVanDAMN\Authoring\Editor\Gizmos\ProceduralLayoutGizmoDrawer.cs	253		
Error (active)	CS1061	'uint' does not contain a definition for 'coordinates' and no accessible extension method 'coordinates' accepting a first argument of type 'uint' could be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Authoring.Editor	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Assets\MetVanDAMN\Authoring\Editor\ProceduralLayoutPreview.cs	299		
Error (active)	CS1061	'uint' does not contain a definition for 'coordinates' and no accessible extension method 'coordinates' accepting a first argument of type 'uint' could be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Authoring.Editor	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Assets\MetVanDAMN\Authoring\Editor\ProceduralLayoutPreview.cs	299		
Error (active)	CS0234	The type or namespace name 'Shared' does not exist in the namespace 'TinyWalnutGames.MetVD' (are you missing an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	6		
Error (active)	CS0246	The type or namespace name 'WorldConfiguration' could not be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	39		
Error (active)	CS0103	The name 'RandomizationMode' does not exist in the current context	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	44		
Error (active)	CS0315	The type 'TinyWalnutGames.MetVD.Graph.DistrictLayoutSystem' cannot be used as type parameter 'T' in the generic type or method 'World.CreateSystemManaged<T>()'. There is no boxing conversion from 'TinyWalnutGames.MetVD.Graph.DistrictLayoutSystem' to 'Unity.Entities.ComponentSystemBase'.	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	57		
Error (active)	CS1061	'DistrictLayoutSystem' does not contain a definition for 'Update' and no accessible extension method 'Update' accepting a first argument of type 'DistrictLayoutSystem' could be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	58		
Error (active)	CS0246	The type or namespace name 'WorldConfiguration' could not be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	78		
Error (active)	CS0103	The name 'RandomizationMode' does not exist in the current context	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	83		
Error (active)	CS0315	The type 'TinyWalnutGames.MetVD.Graph.RuleRandomizationSystem' cannot be used as type parameter 'T' in the generic type or method 'World.CreateSystemManaged<T>()'. There is no boxing conversion from 'TinyWalnutGames.MetVD.Graph.RuleRandomizationSystem' to 'Unity.Entities.ComponentSystemBase'.	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	90		
Error (active)	CS1061	'RuleRandomizationSystem' does not contain a definition for 'Update' and no accessible extension method 'Update' accepting a first argument of type 'RuleRandomizationSystem' could be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	91		
Error (active)	CS0246	The type or namespace name 'WorldConfiguration' could not be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	110		
Error (active)	CS0103	The name 'RandomizationMode' does not exist in the current context	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	115		
Error (active)	CS0315	The type 'TinyWalnutGames.MetVD.Graph.RuleRandomizationSystem' cannot be used as type parameter 'T' in the generic type or method 'World.CreateSystemManaged<T>()'. There is no boxing conversion from 'TinyWalnutGames.MetVD.Graph.RuleRandomizationSystem' to 'Unity.Entities.ComponentSystemBase'.	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	122		
Error (active)	CS1061	'RuleRandomizationSystem' does not contain a definition for 'Update' and no accessible extension method 'Update' accepting a first argument of type 'RuleRandomizationSystem' could be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	123		
Error (active)	CS0246	The type or namespace name 'WorldConfiguration' could not be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	143		
Error (active)	CS0103	The name 'RandomizationMode' does not exist in the current context	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	148		
Error (active)	CS0315	The type 'TinyWalnutGames.MetVD.Graph.RuleRandomizationSystem' cannot be used as type parameter 'T' in the generic type or method 'World.CreateSystemManaged<T>()'. There is no boxing conversion from 'TinyWalnutGames.MetVD.Graph.RuleRandomizationSystem' to 'Unity.Entities.ComponentSystemBase'.	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	155		
Error (active)	CS1061	'RuleRandomizationSystem' does not contain a definition for 'Update' and no accessible extension method 'Update' accepting a first argument of type 'RuleRandomizationSystem' could be found (are you missing a using directive or an assembly reference?)	TinyWalnutGames.MetVD.Graph.Tests, TinyWalnutGames.MetVD.Graph.Tests.Player	E:\Tiny_Walnut_Games\TWG-MetVanDamn\Packages\com.tinywalnutgames.metvd.graph\Tests\Runtime\ProceduralLayoutSystemTests.cs	156		
